UserNick,comment_time,content,auctionSku
t***9,2020-04-13 12:46:51,网红产品，奔着销量来的，价格算是比较贵的，时间等的也是最长的，毕竟是预售等就等吧，包装不说了，大部分都是这样的，螺丝粉里没有螺丝是第一家了😂😂可能是你们特色，大部分的笋子老的咬不动，吃惯了螺丝粉的会感觉她的的味道偏淡，总体来说只能是一般，回购是不可能了,口味:螺蛳粉3袋装
m***g,2020-04-12 12:32:06,整体评价：🉑️ 胀包问题：不会 包装品质：更棒 口感味道：emmm，汤头个人感觉有点略咸，可以根据个人偏好调整 新鲜度：可 建议煮之前可以把粉泡水下，不然会太硬了，煮的时间要很久！整体而言更棒，这个价格买到的这样的配料很给力！赞👍 &hellip;&hellip;就是物流太慢了哈哈,口味:螺蛳粉3袋装
c***9,2020-04-13 11:00:16,整体评价：快递包装和商品包装挺好的，颜色也挺鲜艳的 胀包问题：没有任何膨胀问题 包装品质：包装是一如既往的子柒风格，堪称完美 口感味道：第一次吃螺蛳粉，就吃李子柒家的，不太能能接受臭臭的味道，后面吃没有在放酸笋了 新鲜度：产品日期很新鲜，期待的过程有点长 关注李子柒微博有三年了吧，期待她得新作品,口味:螺蛳粉3袋装
紫***逸,2020-04-09 20:58:10,整体评价：很完整 胀包问题：很完整 包装品质：风格很独特，很有辨识度 口感味道：味道很喜欢，重口味应该都不会排斥 新鲜度：很新鲜 之前吃了很多别的品牌的螺蛳粉，后来接触到李子柒的以后就一直选择这个品牌，味道很好，微辣，香味十足，感觉只要一触碰就没办法戒掉，强烈推荐。已经安利给身边朋友一个品牌，哈哈哈很多已经入坑了，卖的太火爆了，等了一个多月才到＃入会柒家享好礼＃,口味:螺蛳粉3袋装
关***s,2020-04-09 01:11:18,3.7号买的前两天终于收到了 日期很新鲜 第一次买想尝尝味道 刚吃完一包果断会回购的！ 建议不用特意和别的牌子比较 每个人的口味不一样 我能接受臭的 也非常喜欢这种个人认为不臭的 辣椒油超级超级超级香！！！酸笋嫩嫩的脆脆的口感好 情人眼里出西施大概就是这样吧,口味:螺蛳粉3袋装
a***3,2020-04-10 20:51:03,整体评价：味道还不错！挺好吃的，无限回购的螺蛳粉，超喜欢～ 胀包问题：包装特别好看，而且包装的很好！ 包装品质：喜欢这种包装，很大一包，里面都是独立包装的特别好！ 口感味道：味道很好吃，喜欢这个螺蛳粉品牌，还会回购～ 新鲜度：日期都很新鲜，很喜欢，味道也很赞，希望更多优惠活动！,口味:螺蛳粉3袋装
丫***1,2020-04-09 22:58:06,整体评价：好吃，第一次买，酸笋有点臭但可以接受，腐竹超级多我太喜欢了，花生也很脆。油包全倒下去有点点辣 胀包问题：没有 包装品质：很好 口感味道：会回购，就是涨价了桑心(&nbsp;ﾉД`) 新鲜度：三月底的很新鲜,口味:螺蛳粉3袋装
f***y,2020-04-10 12:30:15,整体评价：味道非常好，没有想象中那么丑，吃起来也很好吃。 等了两个月没有失望，是一次比较满意的购物，之后还会回购的，很适合没吃过的姐妹们尝试，之前我也一直被外在的说螺狮粉臭给吓到了，不敢尝试，但试过之后没有想象中那么臭，反而味道很好，料很足。 口感味道：粉吃起来很劲道 新鲜度：包装上生产日期是4月3号，非常新鲜,口味:螺蛳粉3袋装
1***萨,2020-04-10 19:25:52,整体评价：李子柒家的螺蛳粉真的超级好吃 比其他店铺的量要足 酸笋味道也没那么冲 胀包问题：没有涨包 虽然一点小问题 但是很完美的解决了 包装品质：logo好看的 喜欢 很有档次 口感味道：好吃极了  新鲜度：很新鲜,口味:螺蛳粉3袋装
m***i,2020-04-06 13:01:48,等着时间有些长，40多天后来卖家发的顺丰，看起来还不错的样子，拿了两袋给妈妈尝尝，吃完再来回购！包装都很好！,口味:螺蛳粉3袋装
玲***p,2020-04-13 11:09:33,包装品质：包装很好 腐竹很完整几乎没有碎的 口感味道：粉很不错 滑滑的 也不会煮坨 辣椒油超级香 新鲜度：酸笋可以 但是味道比其他牌子的要清淡很多 整体评价：不好的是她家的口味比较淡 好的是她家巨大量的腐竹和爆香的辣椒油,口味:螺蛳粉3袋装
w***n,2020-04-06 13:47:36,疫情期间，发货比较慢。等了快一个月。收到，感觉很不错。还送了垫子。 好吃，酸辣适中。 最喜欢腐竹。不太爱臭味的，笋子不加也好吃。,口味:螺蛳粉3袋装
悠***9,2020-04-09 12:00:51,**女神（jing）节当天才想起要送给自己一份礼物，我选择了对美食下手😅。3月8号下的单，4月8号才收到（中途多次想退货）。今天试了这款被吹爆的螺蛳粉，妈啊，真香。汤料包下锅后香飘四溢，汤味清而不淡；粉很耐煮，劲道爽口，嗦得过瘾；配料很足，花生腐竹酸豆角酸笋萝卜干黑木耳全都有，香而不腻。自己再配上几根青菜，非常好七。这是一份真讲究有灵魂的螺蛳粉，活该你火🔥,口味:螺蛳粉3袋装
t***3,2020-04-08 10:08:49,整体评价：nice，没啥臭味，以至于我到现在还在纠结说煮螺丝粉就像煮shi的网友是不是看我好骗就欺负我(ฅ&bull;﹏&bull;ฅ) 胀包问题：没啊，挺好的 包装品质：包装够精致，比我想象中的大一点。 口感味道：挺不错的，香👍 新鲜度：超级新鲜，大概四五号那会发的货，生产日期是四月一日的👍,口味:螺蛳粉3袋装
洋***拽,2020-04-08 11:05:33,整体评价：后悔没多买几袋，太好吃了，第一次吃她家的。 胀包问题：没有问题 包装品质：包装特别高级，看起来就有食欲，连外边的箱子都是红色的李子柒，里边还有一个非常好看的鼠标垫，爱死了 口感味道：比别人家的要淡，特别好，别人家真是比不了 新鲜度：食材特别新鲜，里边的粉太好吃了，比别人家的好吃太多，花生和脆量很大，都好大包。,口味:螺蛳粉3袋装
b***儿,2020-04-11 16:36:09,期待已久的螺蛳粉果真没让我失望，汤酸爽辣中带香，回味悠长，油香扑鼻，粉入口滑嫩，有嚼劲，腐竹的分量真的非常良心了，大大的满足了我的需求，用料很丰富酸，豆角和花生碎让这碗酸辣粉吃起来更有感觉，整体分量很足，感觉越吃越多,口味:螺蛳粉3袋装
w***u,2020-04-06 19:07:26,朋友推荐的螺狮粉 我第一次购买 果然好味道啊 比其他家的味道都好吃😋,口味:螺蛳粉3袋装
陈***9,2020-04-13 12:34:16,包装品质：始于颜值 新鲜度：配料口感都比其他品牌鲜脆 口感味道：偏辣 整体评价：属于一眼惊喜的产品，外包装符合现下的食品主打亲民暖心风格，所以撕拆起来也心情愉快。不过煮的步骤比其他品牌要麻烦一些，第二道的汤料还需要煮。口感嘛，汤底和辣味没有太大惊喜，配料比较新鲜，也爽脆一些。,口味:螺蛳粉3袋装
t***2,2020-04-12 12:52:36,整体评价：真的超级满意阿  就是等了很久 但是真的好值得！！ 包装品质：包装很好 感觉很有档次 很棒！ 口感味道：真的好好吃 但是 我觉得不辣 和店里面的还是有点差别 但已经很好吃了 比我期待的要好很多 新鲜度：感觉还是很新鲜的 好吃就完事,口味:螺蛳粉3袋装
t***2,2020-04-11 00:33:08,整体评价：李子柒螺蛳粉真的是我网购吃过最好吃的了，之前买过别的牌子的螺蛳粉  真的是吃了几口就倒掉了( &bull;̥́ ˍ &bull;̀ू ) 而且李子柒牌真的是超大一包！！！虽然小贵 但我觉得值这个钱！   胀包问题：包装的很好，完全不会胀包。 口感味道：口感超好，汤底包下去真的好吃 如果不会吃辣的 完全可行。加一点醋和辣包 绝配了！✧٩(ˊ&omega;ˋ*)و✧ （我煮的用了个不太好看的盆子装了嘻嘻将就看吧，自己还加了好多料，撑死了ԅ(&macr;ㅂ&macr;ԅ) ）,口味:螺蛳粉3袋装
纯***帅,2020-04-07 19:02:06,哇塞。好喜欢这个螺蛳粉啊、味道超赞的 你看这煮完之后 是不是蛮不错啊、料也挺多的呗,口味:螺蛳粉3袋装
努***w,2020-04-12 13:14:23,整体评价：性价比不高  胀包问题：无 包装品质：包装很好看啦 口感味道：口味一般 这个价位完全可以买更好吃的 应该不会再回购了  新鲜度：很新鲜,口味:螺蛳粉3袋装
任***呀,2020-04-11 09:27:43,螺蛳粉简直太像了 太好吃了 煮完就开始吃了 臭臭香香的 美味  稍微有点辣 太美味了 光忙着品尝美味了 忘记拍照了  下次来追评 简直不要太好吃 整体评价：非常不错  还送了赠品李子柒家的鼠标垫 包装品质：包装非常严实 非常精细 口感味道：闻着臭吃着香,口味:螺蛳粉3袋装
1***1,2020-04-13 19:27:06,好好吃的螺蛳粉，慕名而买，果然没有失望，这个螺蛳粉最大的特点，吃完不会口渴，说明味精没那么多。粉要煮久一点，不会软**的，有劲道，腐竹也好吃，味道不错，笋子很香，臭臭的，哈哈。在家煮时放一点青菜，回味无穷。好评。,口味:螺蛳粉3袋装
t***3,2020-04-11 13:16:05,活动价买了两份，还送了两包，算起来也挺划算的。特地煮了一份才来评价，但是抱的期望太高，有点失望。首先粉比别的牌子少一点点，花生不熟，夹生的，一点都不脆。腐竹挺多的，但是口感一般。煮出来是真的有点臭臭的，传说中的酸豆角酸笋酸臭味。（这是在门店还是别的牌子都没吃到过的味道，也许是这个牌子的螺蛳粉，特有的味道，反正我不是很喜欢。）,口味:螺蛳粉3袋装
张***m,2020-04-12 11:44:35,整体评价：总的来说还是那个味，内容有改进，整体品质不错，值得购买！ 胀包问题：未发现 包装品质：包装严实，没得问题！还送了张鼠标垫🤣 口感味道：和之前差不多吧，不过配料貌似换了，之前是两包腐竹（花生腐竹一起的），现在是单独的腐竹、花生包（不过感觉份量好像没变化）。 新鲜度：都是3月生产的，非常新鲜。,口味:螺蛳粉3袋装
翟***扑,2020-04-12 21:47:36,整体评价：可以列进前三名！ 胀包问题：注意了一下，包装底部有两个排气孔，所以不会鼓囊囊的占地儿。 包装品质：吹爆包装，太好看了，外貌协会必入！ 口感味道：料超级多，看图就知道！辣油挺辣的，没都放。腐竹泡了汤软软的也好吃，不糟。花生一直酥酥的。酸笋的味不是特别冲。 新鲜度：这个没话说，预售保质期完全没问题！,口味:螺蛳粉3袋装
水***晴,2020-04-10 10:23:49,胀包问题：没有 包装品质：包装精美，里面的食材都是真空包装一小袋的 新鲜度：挺新鲜的 生产日期很新 口感味道：米粉口感不错，酸笋不那么臭还可以接受，总体还行 整体评价：就是发货太慢，足足等了一个月,口味:螺蛳粉3袋装
小***3,2020-04-13 13:52:42,超级喜欢，新鲜料足，特别实惠。&lt;( ‵□&prime;)&gt;豪横,口味:螺蛳粉3袋装
a***8,2020-04-13 22:37:02,看过挺多网红吃过，一直想尝试，终于忍不住下手了，嘿嘿，第一次吃，味道不是很浓郁，但是都够用，吃起来很香，辣油也不是像别的牌子那么呛辣受不了那种，可以接受很香的辣油，豆皮超级多这点很赞，买的螺蛳粉居然有赠送鼠标垫，感觉好奇怪，不过正好需要，感谢啦！还会回购的，要多多优惠一些哦！,口味:螺蛳粉3袋装
莪***o,2020-04-10 16:07:07,已经吃了三包了，还有一包来评价一下，苦苦等了一个月终于到了，买的预售的4月2号之前货，发的顺丰真的超级快，赶在4月2号到了，服务真的超级好，还有短信提醒，很贴心，还送了一个鼠标垫。第一次买子柒家的，购物体验感很好，必须好评。价格比在商店买的便宜很多，但是相比于其他家的还是稍微贵一点点，但是品质好，也是值得的。 胀包问题：没有胀包的情况 包装品质：包装很好看 口感味道：口感很不错，辣度也刚刚好，腐竹很脆，花生炒的也比较香，菜包量很足种类也很多，最喜欢吃笋，很好吃，建议菜包和笋包最后煮好了之后再放进去味道会更好，粉很劲道。  新鲜度：日期很新鲜，也是发货前才生产的,口味:螺蛳粉3袋装
艾***雯,2020-04-02 15:20:49,包装精细结实，没有破损，完好！物流很快，三天收到，来几组图片吧！欣赏一下,口味:螺蛳粉3袋装
j***s,2020-04-13 12:21:14,等了差不多一个月，终于等来了李子柒的螺蛳粉。买了三袋一次过给煮了。必须说，李子柒的螺蛳粉配料是我买过的那么多品牌里面最多的，腐竹，菜包，笋包都很大一包，花生也很新鲜饱满。但是说到味道，也是最不正宗的一个品牌，如果不是上面印着螺蛳粉，你会觉得就是普通的米粉完全没有螺蛳粉的香臭香臭，和酸酸的口味，辣油也是干辣不香。追求正宗口味的不建议尝试，追求料多的可以买。,口味:螺蛳粉3袋装
